"NÚMERO DE REGISTRO";"TÍTULO";"DESCRIÇÃO";"CLASSE THESAURUS";"CLASSE";"REFERÊNCIA DE AQUISIÇÃO";"FONTE";"FORMA DE AQUISIÇÃO";"VALOR";"SETOR"
309.014;"Cinzeiro";"Cinzeiro, em cerâmica, na cor preta, com inscrições e logotipo da Panair do Brasil S. A. na cor verde.";"12.2";"12.2 - ARTIGO DE TABAGISMO";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";60;"RESERVA TÉCNICA"
309.015;"Cinzeiro";"Cinzeiro, em cerâmica, na cor verde, de formato raso e triangular, com inscrições na borda em relevo ""Panair"" e figuras em branco representando edificações de Brasília.";"12.2";"12.2 - ARTIGO DE TABAGISMO";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";60;"RESERVA TÉCNICA"
309.016;"Cinzeiro";"Cinzeiro, em cerâmica, na cor verde, de formato curvilíneo irregular, com padrão decorativo na borda de listras.";"12.2";"12.2 - ARTIGO DE TABAGISMO";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";60;"RESERVA TÉCNICA"
309.017;"Cinzeiro";"Cinzeiro, em cerâmica, nas cores verde oliva e preta e borda na cor branca, com logotipo da Panair do Brasil S. A. e representação da Catedral de Brasília.";"12.2";"12.2 - ARTIGO DE TABAGISMO";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";60;"RESERVA TÉCNICA"
309.018;"Cinzeiro";"Cinzeiro, em cerâmica, na cor verde, com dois logotipos da Panair do Brasil S. A. e mapa ligando a Europa à América do Sul.";"12.2";"12.2 - ARTIGO DE TABAGISMO";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";60;"RESERVA TÉCNICA"
309.019;"Cinzeiro";"Cinzeiro, em cerâmica, na cor azul, com inscrições em relevo nas laterais e logotipo da Panair do Brasil S. A. com globo terrestre.";"12.2";"12.2 - ARTIGO DE TABAGISMO";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";60;"RESERVA TÉCNICA"
309.020;"Cinzeiro";"Cinzeiro, porcelana D. Pedro II, de formato arredondado, com logotipo da Panair do Brasil S. A.";"12.2";"12.2 - ARTIGO DE TABAGISMO";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";60;"RESERVA TÉCNICA"
309.021;"Cinzeiro";"Cinzeiro, em vidro, de formato ovalado, com logotipo da Panair do Brasil S. A. na cor verde ao fundo.";"12.2";"12.2 - ARTIGO DE TABAGISMO";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";60;"RESERVA TÉCNICA"
309.022;"Cinzeiro";"Cinzeiro, em plástico, na cor branca, de formato triangular, com logotipo da Panair do Brasil S. A. na cor verde.";"12.2";"12.2 - ARTIGO DE TABAGISMO";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";60;"RESERVA TÉCNICA"
309.023;"Cinzeiro";"Cinzeiro, em metal, de formato arredondado, com inscrições, brasão e logotipo da Panair do Brasil S. A.";"12.2";"12.2 - ARTIGO DE TABAGISMO";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";60;"RESERVA TÉCNICA"
309.024;"Cinzeiro";"Cinzeiro, em metal, de formato arredondado, com inscrições, figura de avião e logotipo da Panair do Brasil S. A.";"12.2";"12.2 - ARTIGO DE TABAGISMO";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";60;"RESERVA TÉCNICA"
309.025;"Cinzeiro";"Cinzeiro, em metal, de formato arredondado, na cor rosa, com inscrições na borda.";"12.2";"12.2 - ARTIGO DE TABAGISMO";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";60;"RESERVA TÉCNICA"
309.026;"Cinzeiro";"Cinzeiro, em vidro, de formato triangular, com inscrições em alemão em fundo verde.";"12.2";"12.2 - ARTIGO DE TABAGISMO";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";60;"RESERVA TÉCNICA"
309.027;"Cinzeiro";"Cinzeiro, em porcelana, com formato reproduzindo o logotipo da Panair do Brasil S. A., na cor verde.";"12.2";"12.2 - ARTIGO DE TABAGISMO";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";60;"RESERVA TÉCNICA"
309.028;"Cinzeiro";"Cinzeiro, em plástico, nas cores verde e branca, de formato arredondado, com 3 logotipos da Panair do Brasil S. A. na borda e inscrições.";"12.2";"12.2 - ARTIGO DE TABAGISMO";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";60;"RESERVA TÉCNICA"
309.029;"Cinzeiro";"Cinzeiro, em plástico, produzido pela Goyana, na cores verde, amarela e branca, de formato triangular, com logotipo da Panair do Brasil S. A.";"12.2";"12.2 - ARTIGO DE TABAGISMO";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";60;"RESERVA TÉCNICA"
309.854;"Caixa de fósforos";"Caixa de fósforos, em papelão, contendo fósforos originais em embalagem aberta. Caixa nas cores amarela e verde, com as inscrições ""PANAIR DO BRASIL - DC-8"" na parte frontal e imagem de uma aeronave. No verso, logotipo da Panair do Brasil S. A. e inscrição em alemão.";"12.2";"12.2 - ARTIGO DE TABAGISMO";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.855;"Caixa de fósforos";"Caixa de fósforos, em papelão, contendo fósforos originais em embalagem lacrada. Caixa nas cores amarela e verde, com as inscrições ""PANAIR DO BRASIL - DC-8"" na parte frontal e imagem de uma aeronave. No verso, logotipo da Panair do Brasil S. A. e inscrição em alemão.";"12.2";"12.2 - ARTIGO DE TABAGISMO";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.856;"Caixa de fósforos";"Caixa de fósforos, em papelão, contendo fósforos originais em embalagem lacrada. Caixa nas cores amarela e verde, com as inscrições ""PANAIR DO BRASIL - DC-8"" na parte frontal e imagem de uma aeronave. No verso, logotipo da Panair do Brasil S. A. e inscrição em alemão.";"12.2";"12.2 - ARTIGO DE TABAGISMO";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.857;"Caixa de fósforos";"Caixa de fósforos, em papelão, da Universal - Fósforos de Segurança, contendo 16 fósforos originais  em embalagem lacrada. Na parte frontal, superfície na cor verde com as inscrições ""PANAIR DO BRASIL - SOBERANA DO ATLÂNTICO SUL"" e imagem de aeronave. No verso, as inscrições ""25 ANOS - 1929 - 1954"".";"12.2";"12.2 - ARTIGO DE TABAGISMO";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.858;"Caixa de fósforos";"Caixa de fósforos, em papelão, da Universal - Fósforos de Segurança, contendo 16 fósforos originais  em embalagem aberta. Na parte frontal, superfície na cor verde com as inscrições ""PANAIR DO BRASIL - SOBERANA DO ATLÂNTICO SUL"" e imagem de aeronave. No verso, as inscrições ""25 ANOS - 1929 - 1954"".";"12.2";"12.2 - ARTIGO DE TABAGISMO";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.859;"Caixa de fósforos";"Caixa de fósforos, em papelão, da Cia. FIAT LUX, contendo 20 fósforos originais em embalagem lacrada. Caixa na cor vermelha contendo, na parte frontal, as inscrições ""Caravelle - DC-8 - JATOS PUROS DA PANAIR""e imagem de aeronave, e no verso logotipo da Panair do Brasil S. A.";"12.2";"12.2 - ARTIGO DE TABAGISMO";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.860;"Caixa de fósforos";"Caixa de fósforos, em papelão, da Cia. FIAT LUX, contendo 20 fósforos originais em embalagem lacrada. Caixa na cor vermelha contendo, na parte frontal, as inscrições ""Caravelle - DC-8 - JATOS PUROS DA PANAIR""e imagem de aeronave, e no verso logotipo da Panair do Brasil S. A.";"12.2";"12.2 - ARTIGO DE TABAGISMO";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.861;"Caixa de fósforos";"Caixa de fósforos, em papelão, da Cia. FIAT LUX, contendo 20 fósforos originais em embalagem lacrada. Caixa na cor vermelha contendo, na parte frontal, as inscrições ""Caravelle - DC-8 - JATOS PUROS DA PANAIR""e imagem de aeronave, e no verso logotipo da Panair do Brasil S. A.";"12.2";"12.2 - ARTIGO DE TABAGISMO";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.862;"Caixa de fósforos";"Caixa de fósforos, em papelão, contendo fósforos originais em embalagem lacrada e grampeada. Caixa nas cores amarela e preta. Na parte frontal as inscricões ""PANAIR DO BRASIL - DC-7C - 4 vuelos semanales a - BRASIL Y EUROPA"" e, no verso, as inscrições ""PANAIR DO BRASIL - DC-7C - EUROPA Y AMERICA DEL SUD"". Em ambas as faces, imagem de aeronave.";"12.2";"12.2 - ARTIGO DE TABAGISMO";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.863;"Caixa de fósforos";"Caixa de fósforos, em papelão, contendo fósforos originais em embalagem aberta. Caixa na cor azul contendo figura de globo terrestre estilizado, no verso, e aeronave na parte frontal. Inscrições e logotipo da Panair do Brasil S. A.";"12.2";"12.2 - ARTIGO DE TABAGISMO";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.864;"Caixa de fósforos";"Caixa de fósforos, em papelão, contendo fósforos originais em embalagem aberta. Caixa na cor azul contendo figura de globo terrestre estilizado, no verso, e aeronave na parte frontal. Inscrições e logotipo da Panair do Brasil S. A.";"12.2";"12.2 - ARTIGO DE TABAGISMO";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.865;"Caixa de fósforos";"Caixa de fósforos, em papelão, com embalagem aberta. Não contém fósforos. Caixa na cor azul contendo figura de globo terrestre estilizado, no verso, e aeronave na parte frontal. Inscrições e logotipo da Panair do Brasil S. A.";"12.2";"12.2 - ARTIGO DE TABAGISMO";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.866;"Caixa de fósforos";"Caixa de fósforos, em papelão, da Universal - Fósforos de Segurança, contendo fósforos originais em embalagem lacrada. Caixa nas cores preta, verde e branca. Na parte frontal, imagem da traseira da aeronave DC-7C. No verso, logotipo da Panair do Brasil S. A. e da A Frota Bandeirante.";"12.2";"12.2 - ARTIGO DE TABAGISMO";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.867;"Caixa de fósforos";"Caixa de fósforos, em papelão, da Universal - Fósforos de Segurança, contendo fósforos originais em embalagem lacrada. Caixa nas cores preta, verde e branca. Na parte frontal, imagem da traseira da aeronave DC-7C. No verso, logotipo da Panair do Brasil S. A. e da A Frota Bandeirante.";"12.2";"12.2 - ARTIGO DE TABAGISMO";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.868;"Caixa de fósforos";"Caixa de fósforos, em papelão, da Universal - Fósforos de Segurança, contendo fósforos originais em embalagem lacrada. Caixa nas cores preta, verde e branca. Na parte frontal, imagem da traseira da aeronave DC-7C. No verso, logotipo da Panair do Brasil S. A. e da A Frota Bandeirante.";"12.2";"12.2 - ARTIGO DE TABAGISMO";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.869;"Caixa de fósforos";"Caixa de fósforos, em papelão, contendo fósforos originais em embalagem lacrada. Caixa nas cores verde e amarela. Contém, na parte frontal, imagem da embalagem do Chicletes Adams. No verso, imagem do globo terrestre em azul e de aeronave.";"12.2";"12.2 - ARTIGO DE TABAGISMO";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.870;"Caixa de fósforos";"Caixa de fósforos, em papelão, contendo fósforos originais em embalagem lacrada. Caixa nas cores verde e amarela. Contém, na parte frontal, imagem da embalagem do Chicletes Adams. No verso, imagem do globo terrestre em azul e de aeronave.";"12.2";"12.2 - ARTIGO DE TABAGISMO";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.871;"Caixa de fósforos";"Caixa de fósforos, em papelão, contendo fósforos originais em embalagem aberta. Caixa nas cores verde e amarela. Contém, na parte frontal, imagem da embalagem do Chicletes Adams. No verso, imagem do globo terrestre em azul e de aeronave.";"12.2";"12.2 - ARTIGO DE TABAGISMO";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.851;"Estojo de toalete";"Estojo de toalete (conjunto) de 1ª classe da Panair do Brasil S. A., em couro vermelho, de formato retangular com bordas arredondadas. Possui no conjunto dois frascos pequenos de plástico, um espelho, duas tesouras pequenas, três espátulas para unha, uma pinça, uma lixa de unha, uma espátula, uma agulha e sete cores de linha para costura.";"12.3";"12.3 - ARTIGO DE TOALETE";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.817;"Mala de mão";"Mala de mão, com alça, na cor branca, contendo a inscrição ""PANAIR DO BRASIL"", logotipo da companhia aérea e imagem de uma aeronave, em ambos os lados.";"12.4";"12.4 - ARTIGO DE VIAGEM/CAMPANHA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.818;"Mala de mão";"Mala de mão, com alça, na cor branca, contendo a inscrição ""PANAIR"" e imagem de uma aeronave, em ambos os lados.";"12.4";"12.4 - ARTIGO DE VIAGEM/CAMPANHA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.819;"Mala de mão";"Mala de mão, com alça, na cor branca, contendo a inscrição ""PANAIR"" e imagem de uma aeronave, em ambos os lados. Possui inscrição manuscrita em caneta de cor cinza.";"12.4";"12.4 - ARTIGO DE VIAGEM/CAMPANHA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.820;"Mala de mão";"Mala de mão na cor verde, com alça na cor preta, contendo a inscrição ""PANAIR"" e imagem de uma aeronave, em ambos os lados.";"12.4";"12.4 - ARTIGO DE VIAGEM/CAMPANHA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.821;"Mala de mão";"Mala de mão na cor verde, com alça na cor verde, contendo a inscrição ""PANAIR"" e imagem de uma aeronave, em ambos os lados.";"12.4";"12.4 - ARTIGO DE VIAGEM/CAMPANHA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.822;"Mala de mão";"Mala de mão na cor verde, com alça na cor verde, contendo a inscrição ""PANAIR DO BRASIL"" e dois logotipos da companhia aérea, em ambos os lados da mala.";"12.4";"12.4 - ARTIGO DE VIAGEM/CAMPANHA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.823;"Mala de mão";"Mala de mão na cor verde, com alça na cor verde, contendo a inscrição ""PANAIR DO BRASIL"" e dois logotipos da companhia aérea, em ambos os lados da mala.";"12.4";"12.4 - ARTIGO DE VIAGEM/CAMPANHA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.824;"Mala de mão";"Mala de mão na cor verde, com alça em padrão decorativo nas cores amarelo e verde, contendo a inscrição ""PANAIR DO BRASIL"" e dois logotipos da companhia aérea, em ambos os lados da mala.";"12.4";"12.4 - ARTIGO DE VIAGEM/CAMPANHA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.825;"Mala de mão";"Mala de mão na cor verde, com alça na cor preta, detalhes nas extremidades em branco, contendo a inscrição ""PANAIR DO BRASIL SA"" e logotipo da companhia aérea em um dos lados da mala.";"12.4";"12.4 - ARTIGO DE VIAGEM/CAMPANHA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.830;"Broche";"Broche no formato de logotipo da Panair do Brasil S. A., em metal dourado.";"12.5";"12.5 - OBJETO DE ADORNO";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.831;"Broche";"Broche no formato de logotipo da Panair do Brasil S. A., em metal dourado.";"12.5";"12.5 - OBJETO DE ADORNO";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
310.088;"Pingente (fragmento)";"Peça em porcelana em formato oval, com raio maior de 2,3 cm, exibindo fotografia do Tenente Arsenio Alves de Souza. Era componente de um pendente de ouro que pertenceu à Zenóbia Alves Seabra, irmã do militar. Doada pela família do tenente ao Sr. Rubens Antonio da Silva Filho.";"12.5";"12.5 - OBJETO DE ADORNO";"607/2017";"Rubens Antonio da Silva Filho";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.950;"Sapato (par)";"Sapato (par) - ""Sapatinhos de bordo"" em tecido, na cor vermelha, semelhante à meias, com logotipo da Panair do Brasil S. A.";"12.6";"12.6 - OBJETO DE AUXILIO/CONFORTO PESSOAIS";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.951;"Sapato (par)";"Sapato (par) - ""Sapatinhos de bordo"" em tecido, na cor verde, semelhante à meias, com logotipo da Panair do Brasil S. A.";"12.6";"12.6 - OBJETO DE AUXILIO/CONFORTO PESSOAIS";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.955;"Lenço";"Lenço para batom, na cor vermelha com borda branca, com inscrições nas laterais ""Panair"". Acompanha caixa original.";"12.6";"12.6 - OBJETO DE AUXILIO/CONFORTO PESSOAIS";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.956;"Estojo de costura";"Estojo de costura, em couro e tecido, da E. Z. Trade Mark, na cor verde, com inscrições na cor dourada e logotipo da Panair do Brasil S. A. O conjunto é composto por linhas de diversas cores e fita métrica de papel.";"12.6";"12.6 - OBJETO DE AUXILIO/CONFORTO PESSOAIS";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
310.030;"Óculos";"Óculos que pertenceram à Rose Marie Muraro (1930-2014), escritora, intelectual e uma das pioneiras do movimento feminista no Brasil.";"12.6";"12.6 - OBJETO DE AUXILIO/CONFORTO PESSOAIS";"506/2017";"Instituto Cultural Rose Marie Muraro";"Doa&ccedil;&atilde;o";400;"RESERVA TÉCNICA"
309.340;"Calça";"Traje de indivíduo da tática Black-Bloc: calça";"12.8";"12.8 - PECA DE INDUMENTARIA";"257/2017";"Lucas Cuba Martins e Helena Santiago de Souza Cuba Martins";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.341;"Camiseta";"Traje de indivíduo da tática Black-Bloc: camiseta";"12.8";"12.8 - PECA DE INDUMENTARIA";"257/2017";"Lucas Cuba Martins e Helena Santiago de Souza Cuba Martins";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.342;"Camiseta regata";"Traje de indivíduo da tática Black-Bloc: camiseta regata";"12.8";"12.8 - PECA DE INDUMENTARIA";"257/2017";"Lucas Cuba Martins e Helena Santiago de Souza Cuba Martins";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.343;"Lenço";"Traje de indivíduo da tática Black-Bloc: lenço";"12.8";"12.8 - PECA DE INDUMENTARIA";"257/2017";"Lucas Cuba Martins e Helena Santiago de Souza Cuba Martins";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.344;"Máscara";"Traje de indivíduo da tática Black-Bloc: máscara do personagem cinematográfico Guy Fawllkes, protagonista do filme “V de Vingança” (no original, V for Vendetta).";"12.8";"12.8 - PECA DE INDUMENTARIA";"257/2017";"Lucas Cuba Martins e Helena Santiago de Souza Cuba Martins";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.406;"Sunga";"Sunga, anos 1960/1970";"12.8";"12.8 - PECA DE INDUMENTARIA";"302/2017";"M’Baraka Projetos e Produções Culturais LTDA.";"Doa&ccedil;&atilde;o";1200;"RESERVA TÉCNICA"
309.407;"Sunga";"Sunga, anos 1960/1970";"12.8";"12.8 - PECA DE INDUMENTARIA";"302/2017";"M’Baraka Projetos e Produções Culturais LTDA.";"Doa&ccedil;&atilde;o";1200;"RESERVA TÉCNICA"
309.408;"Chapéu";"Traje de vendedor de Matte Leão - chapéu";"12.8";"12.8 - PECA DE INDUMENTARIA";"302/2017";"M’Baraka Projetos e Produções Culturais LTDA.";"Doa&ccedil;&atilde;o";500;"RESERVA TÉCNICA"
309.409;"Camiseta";"Traje de vendedor de Matte Leão - camiseta";"12.8";"12.8 - PECA DE INDUMENTARIA";"302/2017";"M’Baraka Projetos e Produções Culturais LTDA.";"Doa&ccedil;&atilde;o";500;"RESERVA TÉCNICA"
309.410;"Calça";"Traje de vendedor de Matte Leão - calça";"12.8";"12.8 - PECA DE INDUMENTARIA";"302/2017";"M’Baraka Projetos e Produções Culturais LTDA.";"Doa&ccedil;&atilde;o";500;"RESERVA TÉCNICA"
309.413;"Maiô";"Maiô Verkko";"12.8";"12.8 - PECA DE INDUMENTARIA";"302/2017";"M’Baraka Projetos e Produções Culturais LTDA.";"Doa&ccedil;&atilde;o";800;"RESERVA TÉCNICA"
309.826;"Boné";"Boné comemorativo dos 50 anos da Rota Amazônica da Panair do Brasil S. A., na cor branca com inscrições em verde.";"12.8";"12.8 - PECA DE INDUMENTARIA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.846;"Camisa espartilho";"Camisa com espartilho, da J. Hyde & Cº., Londres, final do século XIX. Provavelmente pertenceu à avó da doadora, Sra. Josephine Clarkson, ou às suas tias-avós, à época residentes na cidade de Recife/PE e encaminhadas por seus pais para estudar em Londres.";"12.8";"12.8 - PECA DE INDUMENTARIA";"427/2017";"Dorothy Ethel Pritchard";"Doa&ccedil;&atilde;o";3000;"RESERVA TÉCNICA"
309.849;"Capacete militar";"Capacete da Polícia do Exército";"12.8";"12.8 - PECA DE INDUMENTARIA";"473/2017";"Cláudio Batista Figueiredo";"Doa&ccedil;&atilde;o";500;"RESERVA TÉCNICA"
309.947;"Boina";"Boina em tecido na cor preta e forro interno em tecido branco, com adereço em metal dourado fixado por fecho. Possui etiqueta da Américo Moreira, Ldª, Lisboa, 12/04/1960.";"12.8";"12.8 - PECA DE INDUMENTARIA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";1150;"RESERVA TÉCNICA"
309.948;"Boina";"Boina masculina em tecido, da All-Bilt (New York City/USA), na cor preta e formato arredondado, com fundo interno removível na cor branca";"12.8";"12.8 - PECA DE INDUMENTARIA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";1150;"RESERVA TÉCNICA"
309.949;"Boina";"Boina feminina em tecido, na cor preta.";"12.8";"12.8 - PECA DE INDUMENTARIA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";1150;"RESERVA TÉCNICA"
309.997;"Blazer";"Blazer de lã que compunha uniforme de comissária de bordo da Panair do Brasil S. A., na cor preta.";"12.8";"12.8 - PECA DE INDUMENTARIA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.998;"Saia";"Saia de lã que compunha uniforme de comissária de bordo da Panair do Brasil S. A., na cor preta.";"12.8";"12.8 - PECA DE INDUMENTARIA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.332;"Faca unipolar (fragmento)";"Equipamento isolador da rede elétrica, parte da residência da Srª. Maria.";"14.1";"14.1 - INSTRUMENTO DE PRECISAO/OPTICO";"249/2017";"Sandra Maria de Souza Teixeira";"Doa&ccedil;&atilde;o";50;"RESERVA TÉCNICA"
309.336;"Medidor de luz";"Medidor de energia, parte da residência da Srª. Denise. Acompanha a conta de luz da empresa de fornecimento de energia elétrica Light S. A. em nome da moradora.";"14.1";"14.1 - INSTRUMENTO DE PRECISAO/OPTICO";"249/2017";"Sandra Maria de Souza Teixeira";"Doa&ccedil;&atilde;o";50;"RESERVA TÉCNICA"
309.834;"Capa (documento)";"Capa para documento de plástico, na cor verde, com as inscrições ""Soberana do Atlântico Sul"" e logotipo da Panair do Brasil S. A.";"15";"15 - EMBALAGENS/RECIPIENTES";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.835;"Capa (documento)";"Capa para documento de plástico, na cor verde, com a inscrição ""Panair do Brasil"" e logotipo companhia aérea, no interior compartimentos para bilhete de passagem, bilhete de excesso de bagagem, talão de bagagem e passaporte.";"15";"15 - EMBALAGENS/RECIPIENTES";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.836;"Capa (documento)";"Capa para documento de plástico, na cor verde, com a inscrição ""Panair do Brasil S. A."" e logotipo.";"15";"15 - EMBALAGENS/RECIPIENTES";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.837;"Capa (documento)";"Capa para documento de plástico, na cor verde, da Panair do Brasil S. A. e logotipo.";"15";"15 - EMBALAGENS/RECIPIENTES";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.850;"Caixa de chá";"Caixa (embalagem) de madeira para chá Matte Leão, da Mattel Leão, em formato retangular, lacrada com fita adesiva. Na face superior figura de avião e um leão, com inscrições. Possui chá mate em seu conteúdo.";"15";"15 - EMBALAGENS/RECIPIENTES";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.852;"Gaveta (avião)";"Compartimento de aeronave, em formato de gaveta encaixável, para estocagem de utensílios, em metal, com a inscrição PAB.";"15";"15 - EMBALAGENS/RECIPIENTES";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.853;"Gaveta (avião)";"Compartimento de aeronave, em formato de gaveta encaixável, para estocagem de utensílios, com subdivisão para copos, em metal, com a inscrição PAB.";"15";"15 - EMBALAGENS/RECIPIENTES";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.952;"Saco para talher";"Saco plástico transparente para talheres, da Polifilm (SP), com inscrições. Utilizado nos voos da Panair do Brasil S. A.";"15";"15 - EMBALAGENS/RECIPIENTES";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.953;"Saco para talher";"Saco plástico transparente para talheres, da Polifilm (SP), com inscrições. Utilizado nos voos da Panair do Brasil S. A.";"15";"15 - EMBALAGENS/RECIPIENTES";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.958;"Sacola";"Sacola  de tecido para transporte de malote de cartas, na cor verde, com a inscrição ""Panair do Brasil S. A."" e logotipo da Panair do Brasil S. A.";"15";"15 - EMBALAGENS/RECIPIENTES";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
